sample_key,SID,DOI,sample_id,paper_title,year,composition,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,sintering_method,sintering_checked,record_checked,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,fitting_source_preference_step8,fitting_source_actual_step10,sigma_obs_source_step11,tau_eff_step12,log_tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,n_fit_rows_step12,n_fit_temperature_points_step12,temperature_min_fit_step12,temperature_max_fit_step12,temperature_span_fit_step12,sigma_fit_mae_step12,sigma_fit_rmse_step12,sigma_fit_mape_step12,sigma_fit_log_mae_step12,sigma_fit_log_rmse_step12,sigma_fit_r2_log_step12,sigma_fit_bias_log_step12,tau_eff_log_std_step12,tau_eff_geometric_std_factor_step12,tau_eff_train_step12,n_train_rows_step12,n_holdout_rows_step12,sigma_holdout_mae_step12,sigma_holdout_rmse_step12,sigma_holdout_mape_step12,sigma_holdout_log_rmse_step12,sigma_holdout_r2_log_step12,holdout_eval_status_step12,fit_status_step12,fit_note_step12,prefactor_source_step12,seebeck_obs_V_per_K_step11,kappa_obs_W_per_mK_step11,zt_obs_dimensionless_step11,power_factor_obs_W_per_mK2_step11,zt_calc_from_obs_step11,can_eval_power_factor_step11,can_calc_zt_from_obs_step11,can_compare_zt_obs_step11,row_quality_step11,n_prefactor_available_rows_step12,n_prefactor_unavailable_rows_step12,log_tau_eff_train_step12,tau_fit_problem_reason_step12,doi_url
10.1002_adfm.201806558__sample_79036,31992,10.1002/adfm.201806558,79036,,,BiSbSe3,unknown,n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.00039537195186270654,-7.8356835858523235,relative_scale,empirical_group_baseline,11,11,296.748,798.374,501.62600000000003,118.45671679335837,249.22586647013088,2.5784896492560048,1.6587827548624852,1.8525558342780246,-0.08296563554996172,6.459479416000911e-16,1.9429769507200294,6.9794976950159935,0.00015287397458558182,8,3,389.57535873299213,487.5244788290736,0.9620469706383353,3.5539442803745858,-21.925952130514577,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0006428245,0.5530316,0.005127321,1.8446665832640559e-06,0.0013882514354323138,False,False,False,fit_only,11,0,-8.785896671514466,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1002/adfm.201806558
10.1002_adfm.201905044__sample_83183,24294,10.1002/adfm.201905044,83183,,,TiFe0.5Ni0.5Sb,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.07195711524355933,-2.6316849590363356,relative_scale,empirical_group_baseline,8,8,300.0,968.27,668.27,2286.365168462421,3150.5493409314913,0.9954636821760732,0.8903367458768231,1.0583785799301968,-0.9357623431068494,1.1102230246251565e-16,1.13145429474261,3.1001617723005452,0.04246119051971857,6,2,6001.633371587419,6309.670064005905,0.8665876673884573,2.1561882567295614,-61.68891002411736,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,8,0,-3.159164784482142,large fit log RMSE; large holdout log RMSE,https://doi.org/10.1002/adfm.201905044
10.1002_adfm.201905044__sample_83184,24294,10.1002/adfm.201905044,83184,,,TiFe0.45Ni0.55Sb,unknown,n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=8, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.10807147791696388,-2.224962438208024,relative_scale,empirical_group_baseline,8,8,301.87,975.73,673.86,3096.751534139621,4033.6140208296274,0.8343402661887709,0.7538848913816942,0.9433256780150716,-2.061012941133025,0.0,1.008457568936751,2.7413693790663904,0.06737071864311064,6,2,7210.99093416561,7485.950874032492,0.8362303559062301,1.9338666305345593,-83.43769966283982,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,8,0,-2.6975447969577986,large holdout log RMSE,https://doi.org/10.1002/adfm.201905044
10.1002_adfm.201908405__sample_36199,24753,10.1002/adfm.201908405,36199,,,SnCu0.005Se2,unknown,n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.025255899647826457,-3.678695501133673,relative_scale,empirical_group_baseline,11,11,317.514,764.094,446.58000000000004,1818.914641747265,2475.4952990318475,1.2184172235263786,0.9695028328706258,1.0976261939475125,-0.24705256202617343,-2.4223047810003414e-16,1.151200064195478,3.161985218975269,0.014700401751477932,8,3,4853.8230425837655,4979.745309280244,0.8588558762175676,1.9970229343672625,-84.65462201042754,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0005021833,3.953,0.0588511,9.320477535502768e-05,0.007486420703788582,True,True,False,fit_and_zt_eval,11,0,-4.219880455538393,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1002/adfm.201908405
10.1002_adfm.202102185__sample_45225,37554,10.1002/adfm.202102185,45225,,,PbS,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,1.9773476805412873,0.6817563914180464,relative_scale,empirical_group_baseline,12,12,300.125,822.171,522.046,53631.11673543533,63901.56006119547,0.6874308390212013,0.5953872440969329,0.6472393305534785,0.4011194521827647,0.0,0.6760194330305077,1.9660361969598934,2.678840067498854,9,3,61929.247241075296,62893.35418060984,2.374576112885551,1.2159791219120728,-123.54926768379732,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,3.942614e-05,4.050967,0.04109718,0.00036361129047529465,0.026938960143071473,True,True,True,fit_and_zt_eval,12,0,0.9853838901984524,large holdout log RMSE,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45226,37554,10.1002/adfm.202102185,45226,,,PbSCu0.01,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,0.8976750433213737,-0.1079471432950642,relative_scale,empirical_group_baseline,12,12,300.861,822.135,521.274,25514.67862568848,34252.47411544641,0.645120191508085,0.57122316698397,0.6550684315799079,0.4202166292316244,1.4802973661668753e-16,0.6841966623600347,1.9821788368961246,1.2116546418573249,9,3,27585.241702908777,27808.44381785194,2.3290405979977824,1.20222789032457,-25.564321353069616,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0001145678,2.395693,0.1204938,0.001678276771042839,0.21076491337275668,True,True,True,fit_and_zt_eval,12,0,0.19198689807885,large holdout log RMSE,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45227,37554,10.1002/adfm.202102185,45227,,,Pb0.99Cu0.01S,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,1.3580516895210695,0.3060510913878784,relative_scale,empirical_group_baseline,12,12,301.08,823.175,522.095,43784.819761923085,59551.285149344025,0.6543576162347667,0.611922276108878,0.6743212104054606,0.41019577171263033,1.4802973661668753e-16,0.7043055340115487,2.022441680154309,1.7660742678349237,9,3,37828.38455550064,38514.93763622819,1.8670792372330272,1.0531981833141946,-131.19415773416637,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,7.819665e-05,3.280064,0.211358,0.0012874406278921477,0.1181753234832515,True,True,True,fit_and_zt_eval,12,0,0.5687591555641736,large holdout log RMSE,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45228,37554,10.1002/adfm.202102185,45228,,,Pb0.99Cu0.01SCu0.01,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,1.2575479348784822,0.22916374145289917,relative_scale,empirical_group_baseline,12,12,300.482,821.033,520.5509999999999,34454.46975472544,45922.92255806327,0.5766558016834126,0.5416186539407492,0.6040278616221207,0.4444381707930536,-1.4802973661668753e-16,0.6308865256986684,1.8792758673462264,1.6176652590423644,9,3,33570.66253842832,33904.95804797627,1.7393001285252685,1.007696940206892,-26.903380020401634,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,9.629655e-05,2.25693,0.1935568,0.0015498545423663077,0.25400096036470504,True,False,False,fit_and_pf_eval,12,0,0.48098391159738774,large holdout log RMSE,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45229,37554,10.1002/adfm.202102185,45229,,,Pb0.995Li0.005S,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,0.47968225335911346,-0.7346313664490317,relative_scale,empirical_group_baseline,12,12,300.64,822.766,522.126,15188.711199520847,18096.837135718968,2.103054972890631,0.7984766647450062,1.1035394405574488,-0.29450231463123244,2.220446049250313e-16,1.1526093544014169,3.166444515258933,0.482273811526198,9,3,3176.15999260712,3747.708152858106,0.20307737252114003,0.22536128431570945,0.653292898096595,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,4.841709e-05,3.456312,0.001305483,1.3103725957038925e-05,0.007263471480911694,False,False,False,fit_only,12,0,-0.7292432525185181,large fit MAPE; large fit log RMSE,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45230,37554,10.1002/adfm.202102185,45230,,,Pb0.99Li0.01S,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,1.908789000854662,0.6464690100097603,relative_scale,empirical_group_baseline,12,12,299.459,822.531,523.0719999999999,48634.81643784537,56924.63635668651,0.6844123038690867,0.5782038026460582,0.6393849452625716,0.4030201082644912,-1.4802973661668753e-16,0.6678157951480237,1.9499735241958551,2.6249695325058897,9,3,61869.25452031755,62529.43609174967,2.5806956719898726,1.2753128402436402,-44.249563742001804,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,5.032469e-05,4.295586,0.0691906,0.0005398139330129886,0.03763215090237666,True,True,False,fit_and_zt_eval,12,0,0.9650692893118062,large holdout log RMSE,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45231,37554,10.1002/adfm.202102185,45231,,,Pb0.985Li0.015S,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,2.09944981564867,0.7416753178550816,relative_scale,empirical_group_baseline,12,12,300.196,823.169,522.973,57646.71661953969,67985.52548227506,0.7266721340790362,0.6124709189295147,0.6713838080827337,0.3879879965648141,1.4802973661668753e-16,0.7012375173459143,2.0162463039925935,2.9117665839363296,9,3,69747.78548963685,70688.77514142042,2.702648957840164,1.3088828104800816,-90.74682797753869,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,5.055822e-05,4.28988,0.03002611,0.0006284389954205218,0.04397672491287844,True,True,True,fit_and_zt_eval,12,0,1.068759970506455,large holdout log RMSE,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45232,37554,10.1002/adfm.202102185,45232,,,Pb0.98Li0.02S,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,1.9483362618003217,0.6669758093174041,relative_scale,empirical_group_baseline,12,12,299.404,822.733,523.329,54171.96339851975,64827.9800705797,0.7056499137992146,0.6072995805390727,0.6620600046184023,0.39516845840504966,0.0,0.6914991222359397,1.9967065979567475,2.6564819678793565,9,3,62004.57708133862,62944.09570703176,2.4676157203145936,1.2428125512113775,-95.38173733743814,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,5.040263e-05,4.060963,0.3593788,0.0005950333579871107,0.04387022672079821,True,True,False,fit_and_zt_eval,12,0,0.9770026789616205,large holdout log RMSE,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45233,37554,10.1002/adfm.202102185,45233,,,PbSCu0.0025,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,1.7258446867421844,0.5457166041061213,relative_scale,empirical_group_baseline,11,11,300.049,821.626,521.577,46503.34724743304,61086.98182271474,0.5971351375289339,0.5481499343887472,0.60912012313776,0.43250026309047684,-1.6148698540002277e-16,0.6388505747453747,1.894302268602306,2.3014313239685222,8,3,49406.288293403166,50316.08643234524,1.88273442779862,1.058619679427627,-128.07035547509167,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,5.101546e-05,3.448156,0.05411974,0.0005808798666861509,0.05054655970301601,True,True,True,fit_and_zt_eval,11,0,0.8335312441464893,large holdout log RMSE,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45234,37554,10.1002/adfm.202102185,45234,,,PbSCu0.005,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,1.5307192729691537,0.42573773798755826,relative_scale,empirical_group_baseline,12,12,298.296,822.328,524.0319999999999,45614.71710507536,58387.992019813515,0.675633565997556,0.6068289197313862,0.6657330830957003,0.41042828854443814,-1.4802973661668753e-16,0.6953355275847557,2.004381486407465,2.0455671936879023,9,3,45989.56839106575,46513.009216900384,2.1894382903869194,1.1598314229189064,-42.99952813499047,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,7.795314e-05,2.866966,0.1409227,0.001257651021486814,0.1308534070879915,True,True,True,fit_and_zt_eval,12,0,0.7156751073652123,large holdout log RMSE,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45235,37554,10.1002/adfm.202102185,45235,,,PbSCu0.015,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,0.552287297030527,-0.5936869024652905,relative_scale,empirical_group_baseline,12,12,300.049,823.73,523.681,13958.627562559845,17835.825188422914,0.6145557371000757,0.5379677070049085,0.6161780090702751,0.420123211702644,1.4802973661668753e-16,0.6435769408224127,1.9032766259271348,0.7406581943883479,9,3,16796.894125201732,17042.740956262678,2.2442753650622986,1.1764236954945766,-71.34890799198841,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0001568956,2.047657,0.2435417,0.0016106642531241312,0.23601521079245322,True,True,True,fit_and_zt_eval,12,0,-0.3002160362356964,large holdout log RMSE,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45236,37554,10.1002/adfm.202102185,45236,,,Pb0.995Cu0.005S,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,1.5772718915987092,0.4556967037722132,relative_scale,empirical_group_baseline,12,12,301.261,824.161,522.8999999999999,48753.81794519755,63368.27777412718,0.6871219021215889,0.6185108900786546,0.6800967248207826,0.40002447364728977,2.9605947323337506e-16,0.7103378620796946,2.0346785832674024,2.091906518630474,9,3,46613.19948898776,47447.22927888065,2.1029237301763417,1.1320248783115403,-163.1664564274254,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,7.034221e-05,1.949741,0.1396574,0.0011039863563016995,0.17058062259849197,True,True,False,fit_and_zt_eval,12,0,0.7380758600371872,large holdout log RMSE,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45237,37554,10.1002/adfm.202102185,45237,,,Pb0.985Cu0.015S,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical conductivity,Electrical conductivity,from_sigma,1.1991511938188941,0.18161396802780447,relative_scale,empirical_group_baseline,12,12,298.658,823.49,524.832,39619.58315265278,54479.2636968087,0.6717034743638232,0.6225540399087782,0.6897445301581863,0.4141365556284794,-2.9605947323337506e-16,0.7204146661092071,2.0552852911222104,1.5804867325505934,9,3,34263.12904111106,34459.232965126066,2.034956564861123,1.1096094094235016,-16.08016870460749,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,9.619772e-05,1.809845,0.2753623,0.0015936750633963625,0.28662455302012396,False,False,False,fit_only,12,0,0.45773285817489984,large holdout log RMSE,https://doi.org/10.1002/adfm.202102185
