sample_key,DOI,paper_title,year,sample_id,composition,material_system,n_or_p,n_or_p_confidence_step6,np_basis_auto_step9,additive_auto_step9,structure_auto_step9,nanocarbon_type_auto_step9,zt_max_observed_step9,thermal_conductivity_min_observed_step9,review_priority_score_step9,review_priority_tier_step9,review_priority_reason_step9,paper_checked_step9,additive_manual_step9,structure_manual_step9,np_type_paper_manual_step9,np_basis_paper_manual_step9,manual_review_note_step9,SID,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,np_basis_source_step9,np_checked_in_paper_step9,np_check_note_step9,sintering_method,sintering_checked,record_checked,sintering_status_step9,sintering_note_step9,sintering_keyword_detected_step9,additive_evidence_auto_step9,additive_keyword_detected_step9,structure_evidence_auto_step9,structure_keyword_detected_step9,nanocarbon_keyword_detected_step9,nanocarbon_evidence_auto_step9,rare_metal_flag_auto_step9,rare_metal_elements_auto_step9,toxicity_flag_auto_step9,toxicity_elements_auto_step9,rare_metal_note_manual_step9,toxicity_note_manual_step9,sigma_or_rho_point_count_step9,seebeck_point_count_step9,candidate_priority_tier_step8,fitting_source_preference_step8,valid_sigma_or_rho_point_count_step8,sigma_or_rho_temperature_span_step8,paper_check_date_step9,paper_check_scope_step9,needs_sintering_check_later_step9,text_for_literature_hint_step9,has_electrical_conductivity,has_electrical_resistivity,has_sigma_or_rho,has_seebeck,has_thermal_conductivity,has_zt,has_kappa_or_zt,electrical_conductivity_curve_count,electrical_resistivity_curve_count,seebeck_curve_count_step5,thermal_conductivity_curve_count,zt_curve_count,electrical_conductivity_point_count,electrical_resistivity_point_count,sigma_or_rho_point_count,seebeck_point_count_step5,thermal_conductivity_point_count,zt_point_count,kappa_or_zt_point_count,is_learning_candidate_step5,learning_candidate_reason_step5,n_or_p_prior,n_or_p_basis_prior,seebeck_positive_count,seebeck_negative_count,seebeck_zero_count,seebeck_valid_count,seebeck_curve_count,seebeck_point_count,seebeck_abs_like_curve_count,seebeck_parse_failed_curve_count,seebeck_sign_mixed_flag,sintering_method_prior_step7,sintering_checked_prior_step7,record_checked_prior_step7,sintering_status_step7,sintering_note_step7,sigma_curve_count_step8,rho_curve_count_step8,sigma_or_rho_curve_count_step8,sigma_point_count_step8,rho_point_count_step8,sigma_or_rho_point_count_step8,valid_sigma_point_count_step8,valid_rho_point_count_step8,nonpositive_sigma_point_count_step8,nonpositive_rho_point_count_step8,nonpositive_sigma_or_rho_point_count_step8,sigma_temperature_min_step8,sigma_temperature_max_step8,rho_temperature_min_step8,rho_temperature_max_step8,sigma_or_rho_temperature_min_step8,sigma_or_rho_temperature_max_step8,sigma_rho_parse_failed_curve_count_step8,sigma_rho_xy_mismatch_curve_count_step8,has_valid_sigma_step8,has_valid_rho_step8,has_valid_sigma_or_rho_step8,has_seebeck_step8,has_thermal_conductivity_step8,has_zt_step8,has_kappa_or_zt_step8,seebeck_curve_count_step8,thermal_conductivity_curve_count_step8,zt_curve_count_step8,seebeck_point_count_step8,thermal_conductivity_point_count_step8,zt_point_count_step8,kappa_or_zt_point_count_step8,is_tau_fitting_candidate_step8,is_full_learning_candidate_step8,is_initial_tau_fit_candidate_step8,fitting_source_reason_step8,learning_candidate_reason_step8,zt_point_count_step9,thermal_conductivity_point_count_step9,doi_url
10.1021_ja306527n__sample_252,10.1021/ja306527n,,,252,Pb0.975Na0.025Zn0.04S1.04,unknown,p,high,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.134753,0.6895854,105,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo,no,,,,,,3497,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=26, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,True,Pb,,,52,26,A,Electrical conductivity,52,630.6425,,not checked,no,Pb0.975Na0.025Zn0.04S1.04 | unknown | Pb0.975Na0.025Zn0.04S1.04 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Pb0.975Na0.025Zn0.04S1.04 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Pb0.975Na0.025Zn0.04S1.04 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Pb0.975Na0.025Zn0.04S1.04 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,2,0,1,1,1,52,0,52,26,26,26,52,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,26,0,0,26,1,26,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",2,0,2,52,0,52,52,0,0,0,0,299.7305,930.373,0.0,0.0,299.7305,930.373,0,0,True,False,True,True,True,True,True,1,1,1,26,26,26,52,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",26.0,26.0,https://doi.org/10.1021/ja306527n
10.1021_ja301772w__sample_7374,10.1021/ja301772w,,,7374,Pb0.975Na0.025S(CaS)0.03,unknown,p,high,"estimated from Seebeck sign: positive=44, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.123464,0.7374101,105,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo,no,,,,,,3495,"estimated from Seebeck sign: positive=44, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=44, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,True,Pb,,,44,44,A,Electrical conductivity,44,631.7329,,not checked,no,Pb0.975Na0.025S(CaS)0.03 | unknown | Pb0.975Na0.025S(CaS)0.03 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Pb0.975Na0.025S(CaS)0.03 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Pb0.975Na0.025S(CaS)0.03 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Pb0.975Na0.025S(CaS)0.03 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,2,0,2,2,2,44,0,44,44,44,44,88,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,44,0,0,44,2,44,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",2,0,2,44,0,44,44,0,0,0,0,303.7855,935.5184,0.0,0.0,303.7855,935.5184,0,0,True,False,True,True,True,True,True,2,2,2,44,44,44,88,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",44.0,44.0,https://doi.org/10.1021/ja301772w
10.1016_j.jallcom.2017.06.110__sample_2306,10.1016/j.jallcom.2017.06.110,,,2306,Ba8Ga16.6Ge28.7,unknown,p,high,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.118156,1.166667,105,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 rare metal memo,no,,,,,,18546,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Ga, Ge",False,,,,12,12,A,Electrical conductivity,12,576.5184999999999,,not checked,no,Ba8Ga16.6Ge28.7 | unknown | Ba8Ga16.6Ge28.7 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Ba8Ga16.6Ge28.7 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Ba8Ga16.6Ge28.7 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Ba8Ga16.6Ge28.7 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,12,0,12,12,6,6,12,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,12,0,0,12,1,12,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,12,0,12,12,0,0,0,0,297.3657,873.8842,0.0,0.0,297.3657,873.8842,0,0,True,False,True,True,True,True,True,1,1,1,12,6,6,12,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",6.0,6.0,https://doi.org/10.1016/j.jallcom.2017.06.110
10.1021_ja306527n__sample_162,10.1021/ja306527n,,,162,Pb0.975Na0.025Ca0.03S1.03,unknown,p,high,"estimated from Seebeck sign: positive=40, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.11038,0.6883751,105,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo,no,,,,,,3497,"estimated from Seebeck sign: positive=40, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=40, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,True,Pb,,,52,40,A,Electrical conductivity,52,626.7101,,not checked,no,Pb0.975Na0.025Ca0.03S1.03 | unknown | Pb0.975Na0.025Ca0.03S1.03 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Pb0.975Na0.025Ca0.03S1.03 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Pb0.975Na0.025Ca0.03S1.03 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Pb0.975Na0.025Ca0.03S1.03 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,2,0,2,2,1,52,0,52,40,39,14,53,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,40,0,0,40,2,40,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",2,0,2,52,0,52,52,0,0,0,0,303.2573,929.9674,0.0,0.0,303.2573,929.9674,0,0,True,False,True,True,True,True,True,2,2,1,40,39,14,53,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",14.0,39.0,https://doi.org/10.1021/ja306527n
10.1063_1.4918311__sample_8493,10.1063/1.4918311,,,8493,Mg2Si0.4Sn0.5Ge0.1,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=44, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.105713,2.568491,105,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 rare metal memo,no,,,,,,2182,"estimated from Seebeck sign: positive=0, negative=44, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=44, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Ge,False,,,,45,44,A,Electrical conductivity,45,788.9194,,not checked,no,Mg2Si0.4Sn0.5Ge0.1 | unknown | Mg2Si0.4Sn0.5Ge0.1 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Mg2Si0.4Sn0.5Ge0.1 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Mg2Si0.4Sn0.5Ge0.1 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Mg2Si0.4Sn0.5Ge0.1 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,45,0,45,44,11,11,22,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,44,0,44,1,44,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,45,0,45,45,0,0,0,0,18.6486,807.568,0.0,0.0,18.6486,807.568,0,0,True,False,True,True,True,True,True,1,1,1,44,11,11,22,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",11.0,11.0,https://doi.org/10.1063/1.4918311
10.1016_j.jssc.2019.120995__sample_44190,10.1016/j.jssc.2019.120995,,,44190,(PbS)0.95(CaS)0.04(PbCl2)0.01,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=26, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.098858,0.7042098,105,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 toxicity memo,no,,,,,,24190,"estimated from Seebeck sign: positive=0, negative=26, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=26, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,True,Pb,,,26,26,A,Electrical conductivity,26,624.2744,,not checked,no,(PbS)0.95(CaS)0.04(PbCl2)0.01 | unknown | (PbS)0.95(CaS)0.04(PbCl2)0.01 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | (PbS)0.95(CaS)0.04(PbCl2)0.01 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | (PbS)0.95(CaS)0.04(PbCl2)0.01 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | (PbS)0.95(CaS)0.04(PbCl2)0.01 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,26,0,26,26,26,26,52,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,26,0,26,1,26,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,26,0,26,26,0,0,0,0,303.011,927.2854,0.0,0.0,303.011,927.2854,0,0,True,False,True,True,True,True,True,1,1,1,26,26,26,52,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",26.0,26.0,https://doi.org/10.1016/j.jssc.2019.120995
10.34133_2020_5016564__sample_38162,10.34133/2020/5016564,,,38162,(Ca0.5Ba0.5)0.995Na0.005Mg2Bi1.98,unknown,p,high,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.098392,0.8322632,105,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 rare metal memo,no,,,,,,29610,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Bi,False,,,,13,13,A,Electrical conductivity,13,575.3049,,not checked,no,(Ca0.5Ba0.5)0.995Na0.005Mg2Bi1.98 | unknown | (Ca0.5Ba0.5)0.995Na0.005Mg2Bi1.98 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | (Ca0.5Ba0.5)0.995Na0.005Mg2Bi1.98 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | (Ca0.5Ba0.5)0.995Na0.005Mg2Bi1.98 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | (Ca0.5Ba0.5)0.995Na0.005Mg2Bi1.98 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,13,0,13,13,13,13,26,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,13,0,0,13,1,13,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,13,0,13,13,0,0,0,0,298.1707,873.4756,0.0,0.0,298.1707,873.4756,0,0,True,False,True,True,True,True,True,1,1,1,13,13,13,26,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",13.0,13.0,https://doi.org/10.34133/2020/5016564
10.1007_s11664-014-3235-x__sample_9915,10.1007/s11664-014-3235-x,,,9915,Mg2Si0.48Sn0.4Ge0.10Bi0.02,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.097561,2.337361,105,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 rare metal memo,no,,,,,,10833,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,"Bi, Ge",False,,,,13,12,A,Electrical conductivity,13,521.216,,not checked,no,Mg2Si0.48Sn0.4Ge0.10Bi0.02 | unknown | Mg2Si0.48Sn0.4Ge0.10Bi0.02 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Mg2Si0.48Sn0.4Ge0.10Bi0.02 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Mg2Si0.48Sn0.4Ge0.10Bi0.02 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Mg2Si0.48Sn0.4Ge0.10Bi0.02 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,13,0,13,12,12,12,24,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,12,0,12,1,12,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,13,0,13,13,0,0,0,0,306.1572,827.3732,0.0,0.0,306.1572,827.3732,0,0,True,False,True,True,True,True,True,1,1,1,12,12,12,24,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",12.0,12.0,https://doi.org/10.1007/s11664-014-3235-x
10.1016_j.jmat.2019.12.003__sample_25954,10.1016/j.jmat.2019.12.003,,,25954,Sn0.99Ag0.005S,unknown,p,high,"estimated from Seebeck sign: positive=20, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.09469,0.3441804,105,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 rare metal memo,no,,,,,,21566,"estimated from Seebeck sign: positive=20, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=20, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Ag,False,,,,13,20,A,Electrical conductivity,13,572.2223,,not checked,no,Sn0.99Ag0.005S | unknown | Sn0.99Ag0.005S | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Sn0.99Ag0.005S | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Sn0.99Ag0.005S | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Sn0.99Ag0.005S | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,2,1,1,13,0,13,20,13,13,26,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,20,0,0,20,2,20,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,13,0,13,13,0,0,0,0,298.1481,870.3704,0.0,0.0,298.1481,870.3704,0,0,True,False,True,True,True,True,True,2,1,1,20,13,13,26,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",13.0,13.0,https://doi.org/10.1016/j.jmat.2019.12.003
10.1063_1.4754570__sample_10581,10.1063/1.4754570,,,10581,Zr0.25Hf0.75NiSn,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.084056,2.656524,105,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 rare metal memo,no,,,,,,373,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Hf,False,,,,19,19,A,Electrical conductivity,19,448.7995,,not checked,no,Zr0.25Hf0.75NiSn | unknown | Zr0.25Hf0.75NiSn | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Zr0.25Hf0.75NiSn | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Zr0.25Hf0.75NiSn | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Zr0.25Hf0.75NiSn | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,19,0,19,19,19,19,38,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,19,0,19,1,19,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,19,0,19,19,0,0,0,0,325.4617,774.2612,0.0,0.0,325.4617,774.2612,0,0,True,False,True,True,True,True,True,1,1,1,19,19,19,38,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",19.0,19.0,https://doi.org/10.1063/1.4754570
10.1021_nl3003045__sample_1350,10.1021/nl3003045,,,1350,Si88.75Ge11.25P0.75,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=10, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.08251,4.35,105,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence; -5 rare metal memo,no,,,,,,4145,"estimated from Seebeck sign: positive=0, negative=10, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=10, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,True,Ge,False,,,,10,10,A,Electrical conductivity,10,883.9000000000001,,not checked,no,Si88.75Ge11.25P0.75 | unknown | Si88.75Ge11.25P0.75 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Si88.75Ge11.25P0.75 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Si88.75Ge11.25P0.75 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Si88.75Ge11.25P0.75 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,10,0,10,10,10,10,20,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,10,0,10,1,10,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,10,0,10,10,0,0,0,0,294.25,1178.15,0.0,0.0,294.25,1178.15,0,0,True,False,True,True,True,True,True,1,1,1,10,10,10,20,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",10.0,10.0,https://doi.org/10.1021/nl3003045
